food_id,alias,alias_type,language
food_6094d3ca,custard,primary,en
food_37f38a13,custard tart,primary,en
food_e6a04d06,daab chingri,primary,en
food_f2d9efa9,daal baati churma,primary,en
food_2d7fe498,daal dhokli,primary,en
food_df9cdd56,dabeli,transliteration,hi
food_54c35be0,dahi bhalla,primary,en
food_f575814e,dahi pakhala,primary,en
food_f34ae28a,dahi vada,primary,en
food_872bf55a,dahi vadas/dahi bhalla,primary,en
food_a6ba7bd0,dahibara aloodum,primary,en
food_53b0c9a2,dal baati,primary,en
food_c4ac2417,dal baati churma,primary,en
food_6a57bf71,dal bafla,primary,en
food_43691976,dal dhokli,primary,en
food_3c815f71,dal fara,primary,en
food_2a674be3,dal makhani,primary,en
food_46899700,dal moong,primary,en
food_333352bf,dal pakwan,primary,en
food_9d4b226e,dal parantha/paratha,primary,en
food_3954889e,dal pitha,primary,en
food_773313bd,dal stuffed poori,primary,en
food_6bbf954f,dal tadka,primary,en
food_18f87686,dalithoy,primary,en
food_175c4c0f,dalma,primary,en
food_faf06eea,dalpuri,primary,en
food_9c560948,danedar burfi,primary,en
food_d6be94c8,danish,primary,en
food_735cd88f,danish cookies,primary,en
food_1b92b9a4,danish luncheon sandwich,primary,en
food_d691bf02,dark chocolate,primary,en
food_e072d914,date and nut pie,primary,en
food_6a2e3234,date pickle,primary,en
food_6a2e3234,khajoor ka achaar,regional,hi
food_a5377a10,dates,primary,en
food_1280ef22,dates chutney,primary,en
food_1280ef22,khajoor ki chutney,regional,hi
food_5ece984d,daulat ki chaat,primary,en
food_fd7a6d1c,dehrori,primary,en
food_e43a6713,dessicated coconut chutney,primary,en
food_e43a6713,sookhe kase nariyal ki chutney,regional,hi
food_d8959a81,deviled egg,primary,en
food_b2c582f5,dhaam mutton,primary,en
food_481de7ac,dham,primary,en
food_e8cc3324,dhansak,primary,en
food_e8cc3324,vegetarian,regional,hi
food_db842f83,dharwad peda,primary,en
food_3d967f27,dhokla,primary,en
food_19aef351,dhoper chop,primary,en
food_27d5dc06,dhup pitha,primary,en
food_dc33a004,dhuska,primary,en
food_2dabd7d8,dibba rotti,primary,en
food_85354f77,diet soda,primary,en
food_99685ddb,dil bahar,primary,en
food_05dd10a3,dim sum,primary,en
food_6bfb2afa,dodol,primary,en
food_805f434d,dohjem,primary,en
food_f59a4716,dohkhlieh,primary,en
food_9fca07a7,dohneiihong,primary,en
food_7e7232bf,doi maach,primary,en
food_cadbd68b,doodhpak,primary,en
food_47690408,dosa,primary,en
food_efa288d5,double ka meetha,primary,en
food_f301c54c,dry arbi,primary,en
food_f301c54c,sookhi arbi,regional,hi
food_e7fcac0a,dry mango chutney,primary,en
food_e7fcac0a,sookhe aam ki chutney,regional,hi
food_39e65ba7,dry masala chops,primary,en
food_81311948,dry potato,primary,en
food_81311948,sookhe aloo,regional,hi
food_3b062963,dry washed urad,primary,en
food_da5a265c,dubki kadhi,primary,en
food_3824d34b,ducheese potato,primary,en
food_5b83601e,duck,primary,en
food_b3a14cf7,duck curry,primary,en
food_75ea649b,duck with black sesame,primary,en
food_f37ec63e,dudhi muthiya,primary,en
food_ba94d96b,dudhi no halwo,primary,en
food_fd6b9697,dulce de leche,primary,en
food_afcf47d8,dum aaloo,primary,en
food_36834678,dum aloo,primary,en
food_182fb57c,dundee cake,primary,en
food_4b1a6d18,edamame,primary,en
food_d83c1afd,egg and tomato sandwich,primary,en
food_d83c1afd,ande aur tamatar ka sandwich,regional,hi
food_2764a35d,egg curry,primary,en
food_2764a35d,anda curry,regional,hi
food_7c146fa0,egg cutlet,primary,en
food_7c146fa0,anda cutlet,regional,hi
food_f9f62414,egg drop soup,primary,en
food_340347da,egg halwa,primary,en
food_340347da,ande ka halwa,regional,hi
food_eb6a9934,egg in a pepper,primary,en
food_d3d461a5,egg kothu parotta,primary,en
food_b04e8059,egg nog,primary,en
food_88925974,egg noodles,primary,en
food_2a2a46c9,egg pakora/pakoda,primary,en
food_2a2a46c9,ande ke pakode,regional,hi
food_d503fe12,egg sandwich,primary,en
food_d503fe12,ande ka sandwich,regional,hi
food_e7bd5c2e,egg sauce,primary,en
food_b61e2edf,egg white,primary,en
food_75b50583,egg yolk,primary,en
food_e30cd01f,eggless cake,primary,en
food_28425544,eggo waffle,primary,en
food_a535c56c,eggplant,primary,en
food_1410e889,eggplant/brinjal rice,primary,en
food_1410e889,vangi bhat,regional,hi
food_ff4883a4,eggs benedict,primary,en
food_3403bca2,empanada,primary,en
food_8eec77d7,english muffin,primary,en
food_731b726f,ennai kathirikkai,primary,en
food_8acfd32c,eromba,primary,en
food_f611ea2b,espreso coffee,primary,en
food_c3a59461,espresso,primary,en
food_48f1fce9,espresso martini,primary,en
food_1dfd9a1f,fafda,primary,en
food_b18ae2ea,fafda jalebi,primary,en
food_62ca8dd6,falafel,primary,en
food_52c4491f,fara,primary,en
food_4e55d8aa,farsi puri,primary,en
food_c0a41738,fattoush salad,primary,en
food_24800973,fermented bamboo shoot pickle,primary,en
food_24800973,mesu pickle,regional,hi
food_8d0216ec,fermented bengal gram vada,primary,en
food_8d0216ec,khameerikrit/ufna hua channa dal ka vada,regional,hi
food_6e7edc5c,feta cheese,primary,en
food_5413c895,fettuccine with spinach sauce,primary,en
food_245e85da,figs,primary,en
food_485f54d1,finger millet biscuit,primary,en
food_485f54d1,ragi biscuit,regional,hi
food_1b610560,finger millet cake,primary,en
food_1b610560,ragi cake,regional,hi
food_1e85fbb8,fiorentina steak,primary,en
food_c3f23bb7,fish curry,primary,en
food_c3f23bb7,machli curry,regional,hi
food_ddd93ed5,fish cutlet,primary,en
food_ddd93ed5,machli ka cutlet,regional,hi
food_91cbc6f2,fish finger,primary,en
food_fff7e1c6,fish fry,primary,en
food_d93be601,fish in coconut milk,primary,en
food_d93be601,nariyal ke doodh ke saath machli,regional,hi
food_46242695,fish orly,primary,en
food_a1a05ef2,fish pakora/pakoda,primary,en
food_ef0e5609,fish pie,primary,en
food_09a385a6,fish recheado,primary,en
food_82352a76,fish sandwich,primary,en
food_751fca09,fish sauce,primary,en
food_fd6e9061,fish souffle,primary,en
food_f4f854d4,fish tacos,primary,en
food_5bb63877,fish tikka,primary,en
food_c5f1e072,fish with bamboo shoot,primary,en
food_f33d8bd2,flaky pastry,primary,en
food_9b44b2c2,flan,primary,en
food_eab3232f,flan pastry,primary,en
food_bda69e12,flattened rice cutlet,primary,en
food_bda69e12,chirwa cutlet/chivda cutlet/poha cutlet,regional,hi
food_abc2c031,flavoured milkshake,primary,en
food_a0ea4b5c,focaccia,primary,en
food_c4828187,french bread,primary,en
food_ee002835,french dressing,primary,en
food_02217e13,french fries,primary,en
food_859e4f7f,french omelette/omlet,primary,en
food_2d7c022f,french onion soup,primary,en
food_82b5dfcb,french sandwich,primary,en
food_82b5dfcb,toasted,regional,hi
food_e3cf6c0f,fresh mozzarella,primary,en
food_6899c81e,fricassee of mushroom,primary,en
food_ccf6209b,fried chicken with tomato sauce,primary,en
food_ccf6209b,fried chicken tamatar ki chutney kay saath,regional,hi
food_5025ab30,fried egg,primary,en
food_e670df18,fried fish,primary,en
food_e670df18,indian style,regional,hi
food_85156ab7,fried fish and chips,primary,en
food_85156ab7,english style,regional,hi
food_afd9ebc4,fried okra,primary,en
food_ed96090e,fried pita,primary,en
food_5a020d68,frosting,primary,en
food_94aa3562,frozen frosty fruit salad,primary,en
food_94aa3562,phalon ka salaad,regional,hi
food_4acab52e,fruit cocktail,primary,en
food_226fbc1f,fruit delight,primary,en
food_6bcd7927,fruit flan,primary,en
food_331c16a7,fruit ice cream,primary,en
food_331c16a7,phalon ka ice cream,regional,hi
food_e2b59b75,fruit loaf,primary,en
food_dcf18f6f,fruit punch,primary,en
food_dcf18f6f,with fresh juices,regional,hi
food_dcf18f6f,with squashes,regional,hi
food_6b680ca3,fruit puree tart,primary,en
food_65235dd8,fruit salad,primary,en
food_65235dd8,phalon ka salaad,regional,hi
food_9fa6ba2c,gajar halwa,primary,en
food_17fbb01d,gajar halwo,primary,en
food_16e771f4,gajar matar aloo,primary,en
food_2798bc2b,gajar pak,primary,en
food_5bfee0ae,galho,primary,en
food_dee311e8,galouti kebab,primary,en
food_2ffc157b,garadu,primary,en
food_cb00547d,garam masala,primary,en
food_41d962e0,garelu,primary,en
food_20b59994,garlic,primary,en
food_b8ef001f,garlic bread,primary,en
food_5145ff44,garlic chickpea soup,primary,en
food_5145ff44,lahasun aur chane ka shoraba,regional,hi
food_c977ddb5,garlic chutney/poondu chutney,primary,en
food_c977ddb5,lahasun ki chutney,regional,hi
food_effee2f2,garlic pickle,primary,en
food_effee2f2,lahasun ka achar,regional,hi
food_09c8ab2b,garlic sauce,primary,en
food_2a125d59,garlic soup,primary,en
food_2946d83b,gathiya,primary,en
food_10acf834,gatta curry,primary,en
food_e153d3de,gatte ki sabzi,primary,en
food_542f7f09,gazpacho,primary,en
food_19ae8e79,gelato,primary,en
food_1217a84d,ghari,primary,en
food_ae99cfb2,gheela pitha,primary,en
food_803f0709,ghevar,primary,en
food_85794db4,ghila pitha,primary,en
food_37d6ef56,ghiya/lauki kofta curry,primary,en
food_85e432df,ghooghra,primary,en
food_737a7644,ghujia/lavang latika,primary,en
food_da0e675f,gin,primary,en
food_ce5bedb9,gin & tonic,primary,en
food_b1769eb3,ginger ale,primary,en
food_6b45457d,ginger biscuit,primary,en
food_6b45457d,adarak ke biscuit,regional,hi
food_e1190443,ginger bread man,primary,en
food_7ffcd147,ginger candy,primary,en
food_7ffcd147,adrak ki candy,regional,hi
food_743f963e,ginger chicken,primary,en
food_bd4bf7e3,gingerman biscuit,primary,en
food_c39058dc,gingo,primary,en
food_731b62d1,glace icing,primary,en
food_f637d40e,gnocchi,primary,en
food_26ab97f1,gnocchi alla sorrentina,primary,en
food_d961a46d,goan fish curry,primary,en
food_e1c815c2,goan prawn curry,primary,en
food_9e5f0553,goat cheese,primary,en
food_24d85a88,gobhi matar,primary,en
food_8ea54dfa,gobi 65,primary,en
food_b1808540,gochugaru,primary,en
food_d800062c,gochujang,primary,en
food_f0eb5d1c,goja,primary,en
food_39707ddd,goli bajje,primary,en
food_17319160,golichina mamsam,primary,en
food_912d5d2e,gongura pachadi,primary,en
food_a95562bb,gooseberry chutney,primary,en
food_a95562bb,amla chutney,regional,hi
food_bbe2e8b7,gooseberry marmalade,primary,en
food_bbe2e8b7,amla murabba,regional,hi
food_dc959024,gooseberry pickle,primary,en
food_dc959024,amla ka achaar,regional,hi
food_f4e986ca,gorgonzola cheese,primary,en
food_86743b63,graham cracker,primary,en
food_58132954,gram flour and semolina chilla/cheela/savory pancake,primary,en
food_58132954,besan suji chilla/cheela,regional,hi
food_78861563,gram flour and semolina dhokla,primary,en
food_78861563,besan suji dhokla,regional,hi
food_22d3b4b6,gram flour burfi,primary,en
food_22d3b4b6,besan burfi,regional,hi
food_08021a4d,gram flour chilla/cheela,primary,en
food_08021a4d,besan chilla/cheela,regional,hi
food_b8aed78f,gram flour halwa,primary,en
food_b8aed78f,besan halwa,regional,hi
food_91580ac1,gram flour ladoo,primary,en
food_91580ac1,besan ladoo,regional,hi
food_ed239900,gram flour poori,primary,en
food_ed239900,besan poori,regional,hi
food_71e3c324,granola,primary,en
food_5fd4f2f1,grape and orange whip,primary,en
food_c7a6104b,grapefruit,primary,en
food_6eee669d,grapes,primary,en
food_a175036f,grapes raita,primary,en
food_a175036f,angoor ka raita,regional,hi
food_32b3f004,gravy for kofta,primary,en
food_b6d64ae8,greek yogurt,primary,en
food_b28afe31,green beans,primary,en
food_424e3730,green chickpeas pulao,primary,en
food_424e3730,choliya pulao/hare chane ka pulao,regional,hi
food_b23cbef4,green chilli raita,primary,en
food_b23cbef4,hari mirch ka raita,regional,hi
food_f706cfd9,green chilli sauce,primary,en
food_6a627001,green chutney,primary,en
food_54e0069b,green curry paste,primary,en
food_a30958af,green gram whole with baghar,primary,en
food_a30958af,sabut moong dal with tadka,regional,hi
food_a43d0e24,green onion,primary,en
food_fa90e921,green pea soup,primary,en
food_fa90e921,matar ka soup,regional,hi
food_94d59dfd,green peas,primary,en
food_2352bac7,green tomato pickle,primary,en
food_2352bac7,haray tamatar ka achaar,regional,hi
food_cc163b82,greenpea cookies,primary,en
food_85d3130c,gremolata,primary,en
food_c854febf,grilled cheese sandwich,primary,en
food_056aae13,grilled chicken salad,primary,en
food_32ba8328,grits,primary,en
food_d936c668,ground beef,primary,en
food_b8dad831,ground lamb,primary,en
food_4964608f,guacamole,primary,en
food_e9cba0d1,guanciale,primary,en
food_1ee8d61e,guava,primary,en
food_73c5d66f,guava jelly,primary,en
food_73c5d66f,amrood ki jelly,regional,hi
food_8f7ca5b7,guava raita,primary,en
food_8f7ca5b7,amarood ka raita,regional,hi
food_5787e53c,gud papdi,primary,en
food_55452a9c,gudok,primary,en
food_auth_gujarati_dal,gujarat dal,transliteration,en
food_d5006b66,gujarati handvo,colloquial_alias,en
food_b99315d5,gujarati kadhi,primary,en
food_98e5defa,gulab jamun,primary,en
food_d1934491,gulab jamun with khoya,primary,en
food_993a1100,gulab jamun with milk powder,primary,en
food_5d9fd902,gum icing,primary,en
food_a99b9718,gummy bears,primary,en
food_262c9676,gun powder chutney,primary,en
food_01ca1de1,gundruk soup,primary,en
food_bff3bcc1,gunjia,primary,en
food_bc9e659a,gur,primary,en
food_c22d628b,gushtaba,primary,en
food_229579a2,gutti vankaya,primary,en
food_a5d79ae8,gyapa khazi,primary,en
food_6789bd58,gyro,primary,en
food_c1f00dd1,haak,primary,en
food_09e86761,haleem,primary,en
food_92296339,halibut,primary,en
food_7a73876d,halvasan,primary,en
food_9c968827,halwa,primary,en
food_5830ac19,ham,primary,en
food_8b57d15c,ham & cheese croissant,primary,en
food_83e37170,ham and bean soup,primary,en
food_af16a323,handi chicken,primary,en
food_c9910958,hando guri,primary,en
food_d5006b66,handvo,primary,en
food_d5006b66,handwo,transliteration,en
food_55dfb491,haq maas,primary,en
food_868f740d,hara dhania cholia,primary,en
food_26f8498c,hard-boiled egg,primary,en
food_66dbd03b,hari mutter ka nimona,primary,en
food_f7f4ee6d,hariyali fish tikka,primary,en
food_3b5aa59c,haryanvi chicken curry,primary,en
food_c7d00561,haryanvi mutton curry,primary,en
food_cd60973d,hash browns,primary,en
food_cb77dd6a,hawain salad,primary,en
food_44908476,hazelnut cookies,primary,en
food_f708823c,himachali chicken,primary,en
food_8225786f,hoisin sauce,primary,en
food_cde35e09,hollandaise sauce,primary,en
food_2235e912,home made egg noodles,primary,en
food_9d14cab8,home made plain noodles,primary,en
food_b33876ad,honey,primary,en
food_26261688,honey banana cream,primary,en
food_c2f58e6a,honey cake,primary,en
food_0d673bd7,horchata,primary,en
food_55dcf268,horioh maas,primary,en
food_42ff8f21,horsegram dal,primary,en
food_42ff8f21,kulthi dal,regional,hi
food_c04bad9d,hot and sour soup,primary,en
food_f33b3b3b,hot cheese souffle,primary,en
food_d21a2f7f,hot cherry sauce,primary,en
food_e48b3e9b,hot chocolate,primary,en
food_e06b01e3,hot chocolate souffle,primary,en
food_d3ce9495,hot cocoa,primary,en
food_579a1bb9,hot fish souffle,primary,en
food_a48b85e4,hot lemon souffle,primary,en
food_181d3ee0,hot orange souffle,primary,en
food_602e92c6,hot potato souffle,primary,en
food_0d09c3f8,hot sauce,primary,en
food_ef64bd6d,hot spinach souffle,primary,en
food_auth_masala_chai,hot tea,colloquial_alias,en
food_257f7c6f,garam chai,regional,hi
food_d5370ede,hot vanilla souffle,primary,en
food_92a2bbe7,hummus,primary,en
food_39adc300,hummus wrap,primary,en
food_028a4428,hurum,primary,en
food_b60e6245,hyderabadi biryani,primary,en
food_a7143dff,hyderabadi chicken,primary,en
food_73ed79ac,hyderabadi khatti dal,primary,en
food_158ea6cd,ice box cookies,primary,en
food_44bd1053,ice cream,primary,en
food_5f9272db,iced tea,primary,en
food_e87b157e,idiyappam,primary,en
food_5625b957,idli,primary,en
food_97f72632,ilish bhape,primary,en
food_582faf9e,imarti,primary,en
food_8b2bd0e0,imarti with rabri,primary,en
food_1a55c7db,indian lamb and egg curry,primary,en
food_1a55c7db,nargisi kofta,regional,hi
food_03fc448b,indian omelette,primary,en
food_493a3c56,indian style egg bhujia,primary,en
food_493a3c56,anda bhujia (indian style,regional,hi
food_bb2f7881,indori kachori,primary,en
food_2bfbe9f6,indori poha,primary,en
food_8f8ff1d9,indori samosa,primary,en
food_d2c316a9,instant coffee,primary,en
food_9a5f9af2,instant dhokla,primary,en
food_acd6078c,instant idli,primary,en
food_acd6078c,with semolina,regional,hi
food_c4d1d175,italian dressing,primary,en
food_42a583b1,italian sausage,primary,en
food_1328e2e7,jackfruit fritters,primary,en
food_1328e2e7,ponsa mulik/kathal ka pakora,regional,hi
food_16862a0f,jackfruit kofta curry,primary,en
food_16862a0f,kathal ka kofta curry,regional,hi
food_7f62839b,jackfruit sabzi,primary,en
food_7f62839b,kathal ki sabzi,regional,hi
food_0ae9b140,jackfruit/kathal,primary,en
food_0ae9b140,dry,regional,hi
food_4fb7b6c7,jadoh,primary,en
food_auth_jaljeera,jal jeera,colloquial_alias,en
food_034fe8da,jalapeno,primary,en
food_f086ee2e,jaleba,primary,en
food_55603d09,jalebi,primary,en
food_d8413b56,jalfrezi,primary,en
food_9b521d40,jam and fruit pancake,primary,en
food_e5bcc11e,jam filling,primary,en
food_a355b657,jam tart,primary,en
food_eda285d9,jasmine rice,primary,en
food_2767afa7,jeera aloo,primary,en
food_8192e8ae,jellied sunshine fruit salad,primary,en
food_327b4bda,jelly,primary,en
food_95d159be,jelly biscuit,primary,en
food_3f86b9d5,jhangore ki kheer,primary,en
food_4cb366dc,jhatpat achar with carrot,primary,en
food_4cb366dc,jhatpat achaar gajar ke saath,regional,hi
food_19d37c6f,jicama,primary,en
food_82790c4b,jonna roti,primary,en
food_e3c50253,jowar dosa,primary,en
food_ebebd4fc,junglee maas,primary,en
food_8c24c9f6,juvar no rotlo,primary,en
food_a3cf8e0e,kaara kozhambu,primary,en
food_f628df43,kabiraji,primary,en
food_61b6de9b,kabuli channa curry,primary,en
food_ecaddc97,kachori,primary,en
food_d2d550d4,kachori sabzi,primary,en
food_95587156,kadai paneer,transliteration,en
food_95587156,kadhai paneer,primary,en
food_fb4e9ff4,kadhi and khichdi,primary,en
food_5b4141d6,kadhi pakoda,primary,en
food_6725f0e7,kadhi pakora,primary,en
food_29dfb69b,kafuli,primary,en
food_drk_kashmiri_kahwa,kahwa,transliteration,gu
food_e04657c0,kakori kebab,primary,en
food_17a844b6,kale,primary,en
food_24d5d61e,kale salad,primary,en
food_10a84b03,kangshoi,primary,en
food_9dc4db70,kanji,primary,en
food_c53cf1ed,kansar,primary,en
food_0e70eb7a,karanji,primary,en
food_eef2040e,karela bharta,primary,en
